team,avg_lap_time,latitude,longitude,circuitType,precipitation,windspeed,temp,race_condition
McLaren,114.09189999999998,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Racing Point,113.378,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Toro Rosso,115.1214,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Williams,114.8711,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Red Bull,84.58770000000001,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Mercedes,84.6599,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Ferrari,84.0343,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
McLaren,86.24089999999998,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Alfa Romeo,87.41479999999999,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Haas F1 Team,87.3848,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Renault,87.733,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Racing Point,87.72779999999999,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Toro Rosso,87.52869999999999,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Williams,88.27609999999999,47.5789,19.2486,Race circuit,0.031,4.9,68.2,Wet
Ferrari,148.78933333333333,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Mercedes,149.2785,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
McLaren,156.23371428571429,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Haas F1 Team,150.19508333333334,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Racing Point,154.01054545454545,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Toro Rosso,154.13199999999998,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Alfa Romeo,158.93349999999998,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Red Bull,158.7736,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Renault,158.83369999999996,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Williams,159.0686,50.4372,5.97139,Race circuit,0.0,9.8,70.9,Dry
Ferrari,85.67370000000001,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Mercedes,85.7311,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Renault,86.88730000000001,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Racing Point,88.36089999999999,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
McLaren,88.8099,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Red Bull,90.70729999999999,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Alfa Romeo,89.0495,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Haas F1 Team,88.9787,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Toro Rosso,88.4761,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Williams,90.0111,45.6156,9.28111,Race circuit,0.02,2.9,65.8,Damp
Ferrari,109.38320000000002,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Mercedes,109.67169999999999,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Red Bull,110.05330000000001,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
McLaren,123.90799999999999,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Alfa Romeo,111.9141,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Haas F1 Team,112.79810000000002,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Toro Rosso,112.36410000000001,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Racing Point,113.0624,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Renault,114.20509999999999,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Williams,118.1321,1.2914,103.864,Street circuit,0.0,7.2,85.3,Dry
Ferrari,124.83483333333332,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Mercedes,125.85241666666667,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
McLaren,128.69172727272723,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Racing Point,132.24009999999998,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Red Bull,132.6494,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Renault,133.145,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Haas F1 Team,132.2586,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Alfa Romeo,133.4581,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Toro Rosso,132.88979999999998,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Williams,133.9406,43.4057,39.9578,Race circuit,0.366,6.0,64.6,Wet
Mercedes,94.96059999999999,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Ferrari,97.89789999999998,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
McLaren,99.2634,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Red Bull,98.29090000000001,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Toro Rosso,98.48400000000001,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Racing Point,97.963,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Renault,98.3968,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Alfa Romeo,98.93339999999998,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Haas F1 Team,98.9788,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Williams,100.5204,34.8431,136.541,Race circuit,4.717,12.3,71.8,Wet
Ferrari,90.12639999999999,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Red Bull,94.1724,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
McLaren,91.76719999999997,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Mercedes,91.53009999999999,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Toro Rosso,92.8706,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Racing Point,93.2319,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Renault,93.2886,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Alfa Romeo,93.7,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Haas F1 Team,94.7138,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Williams,95.0406,19.4042,-99.0907,Race circuit,0.531,5.4,61.2,Wet
Mercedes,101.1579,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Red Bull,104.6732,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Ferrari,103.0805,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
McLaren,103.82390000000001,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Renault,104.28540000000001,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Toro Rosso,104.67249999999999,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Haas F1 Team,105.16040000000001,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Alfa Romeo,105.3124,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Racing Point,105.9825,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Williams,106.97499999999998,30.1328,-97.6411,Race circuit,0.0,5.6,49.8,Dry
Red Bull,74.4938,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Mercedes,74.647,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Ferrari,75.399,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Toro Rosso,76.83509999999998,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Haas F1 Team,76.7536,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Alfa Romeo,76.4683,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
McLaren,77.21940000000001,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Renault,77.5608,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Racing Point,77.4478,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Williams,78.6568,-23.7036,-46.6997,Race circuit,0.0,8.3,64.0,Dry
Mercedes,105.6547,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Ferrari,104.16779999999999,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Red Bull,104.67229999999999,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
McLaren,106.48519999999999,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Renault,106.9161,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Haas F1 Team,108.4229,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Racing Point,108.36950000000002,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Alfa Romeo,108.3674,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Toro Rosso,117.27110000000002,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Williams,109.87730000000002,24.4672,54.6031,Race circuit,0.0,5.8,73.9,Dry
Mercedes,70.45840000000001,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Red Bull,70.58290000000001,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
McLaren,71.6891,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Racing Point,71.8732,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Ferrari,72.078,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Renault,73.26169999999999,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
AlphaTauri,73.37,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Haas F1 Team,73.7828,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Alfa Romeo,73.74149999999999,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Williams,74.3219,47.2197,14.7647,Race circuit,0.0,3.4,61.7,Dry
Mercedes,86.78516666666665,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Red Bull,87.10191666666668,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
McLaren,89.46309090909091,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Renault,91.36029999999998,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
AlphaTauri,91.8725,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Ferrari,103.62780000000001,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Racing Point,91.8563,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Williams,92.9487,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Haas F1 Team,92.33829999999999,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Alfa Romeo,92.5537,47.2197,14.7647,Race circuit,1.862,3.4,60.3,Wet
Mercedes,98.0668,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Racing Point,100.3095,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Red Bull,99.3051,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Ferrari,100.00279999999998,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
McLaren,102.20040000000002,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Renault,101.7061,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Williams,114.65439999999998,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
AlphaTauri,101.6301,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Alfa Romeo,103.21610000000001,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Haas F1 Team,98.7236,47.5789,19.2486,Race circuit,0.386,3.8,63.1,Wet
Mercedes,125.75216666666665,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Red Bull,129.65854545454548,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Ferrari,129.7888181818182,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
McLaren,126.78391666666666,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Renault,126.95658333333336,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Racing Point,127.02666666666669,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
AlphaTauri,133.89939999999999,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Alfa Romeo,134.1628,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Haas F1 Team,129.22516666666667,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Williams,134.52249999999998,52.0786,-1.01694,Race circuit,0.012,9.8,66.6,Damp
Mercedes,92.1015,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Red Bull,93.87379999999999,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Racing Point,93.6903,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Renault,95.0939,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
AlphaTauri,95.4194,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
McLaren,95.24749999999999,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Ferrari,96.23440000000001,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Haas F1 Team,96.8394,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Alfa Romeo,97.1317,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Williams,97.36979999999998,52.0786,-1.01694,Race circuit,0.0,10.1,72.3,Dry
Mercedes,85.3069,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Red Bull,85.8578,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Racing Point,86.1292,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
McLaren,87.30309999999999,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
AlphaTauri,87.6676,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Ferrari,87.66929999999999,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Renault,88.6729,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Haas F1 Team,89.01519999999998,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Alfa Romeo,89.19810000000001,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Williams,89.6776,41.57,2.26111,Race circuit,0.0,5.1,79.7,Dry
Mercedes,110.56275,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Red Bull,111.90963636363635,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Renault,112.23133333333332,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Racing Point,113.3915,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Ferrari,114.27199999999998,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
AlphaTauri,113.86860000000001,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
McLaren,114.18260000000001,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Alfa Romeo,114.83250000000001,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Haas F1 Team,115.5518,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Williams,115.5038,50.4372,5.97139,Race circuit,0.0,7.6,54.5,Dry
Mercedes,86.27340000000001,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
McLaren,86.29950000000001,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Racing Point,87.09600000000002,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Renault,87.26929999999999,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Red Bull,87.85359999999999,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
AlphaTauri,87.82240000000002,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Alfa Romeo,88.48099999999998,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Ferrari,89.0069,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Haas F1 Team,92.6865,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Williams,89.7628,45.6156,9.28111,Race circuit,0.0,2.9,73.2,Dry
Mercedes,133.87125,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Ferrari,135.22336363636362,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Red Bull,133.9375,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Racing Point,134.02650000000003,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Renault,134.13108333333332,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
McLaren,134.92872727272726,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
AlphaTauri,134.1865,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Williams,135.2237,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Haas F1 Team,135.7726,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Alfa Romeo,136.1085,43.9975,11.3719,Race circuit,0.0,6.7,72.7,Dry
Mercedes,155.4779166666667,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Red Bull,161.47072727272726,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Renault,156.1001666666667,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Racing Point,156.28600000000003,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
AlphaTauri,161.56845454545453,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Ferrari,161.72809090909092,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Haas F1 Team,156.80533333333332,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Alfa Romeo,167.94930000000002,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Williams,168.07279999999997,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
McLaren,168.3354,43.4057,39.9578,Race circuit,0.0,7.6,73.0,Dry
Mercedes,92.68089999999998,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Red Bull,94.2834,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Ferrari,95.8589,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Renault,95.5759,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
McLaren,95.91629999999999,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Racing Point,96.84119999999999,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Alfa Romeo,97.40060000000001,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
AlphaTauri,97.26169999999999,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Haas F1 Team,97.6679,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Williams,97.8904,50.3356,6.9475,Race circuit,0.0,8.7,46.9,Dry
Mercedes,86.75999999999998,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
McLaren,87.1038,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Red Bull,88.16100000000002,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Ferrari,89.08129999999998,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Alfa Romeo,88.7563,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Renault,88.71969999999999,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
AlphaTauri,89.5223,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Racing Point,90.70750000000001,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Williams,89.9329,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Haas F1 Team,90.37339999999998,37.227,-8.6267,Race circuit,0.0,4.3,57.0,Dry
Mercedes,80.5569,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Red Bull,81.61359999999999,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Renault,82.7752,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
AlphaTauri,82.47720000000001,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Ferrari,83.42719999999998,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
McLaren,83.2265,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Racing Point,87.2456,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Williams,84.4205,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Alfa Romeo,84.37920000000001,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Haas F1 Team,86.1437,44.3439,11.7167,Race circuit,0.0,3.8,55.0,Dry
Racing Point,116.0021,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Ferrari,121.856,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Red Bull,118.87459999999999,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Mercedes,122.61839999999998,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Renault,124.18229999999998,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Alfa Romeo,123.09200000000001,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
McLaren,123.3649,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Haas F1 Team,124.9716,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
AlphaTauri,124.93769999999999,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Williams,131.2235,40.9517,29.405,Race circuit,0.0,4.0,61.7,Dry
Mercedes,370.04081818181817,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Red Bull,349.12058333333334,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Racing Point,450.248,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Renault,350.3106666666666,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
AlphaTauri,393.7872000000001,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
McLaren,369.7175454545455,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Ferrari,370.67754545454545,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Alfa Romeo,395.10009999999994,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Haas F1 Team,396.26059999999995,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Williams,394.7685,26.0325,50.5106,Race circuit,0.236,10.1,75.6,Wet
Mercedes,88.09391666666666,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
McLaren,88.44291666666668,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Renault,88.43208333333332,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
AlphaTauri,88.43941666666667,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Racing Point,90.65954545454545,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Ferrari,88.68400000000001,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Haas F1 Team,92.4048,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Red Bull,91.6382,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Alfa Romeo,92.6884,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Williams,92.3636,26.0325,50.5106,Race circuit,0.039,8.7,75.0,Wet
Red Bull,103.83650000000003,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Mercedes,103.5251,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
McLaren,105.11710000000001,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
AlphaTauri,106.0033,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Racing Point,107.0445,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Renault,106.60920000000002,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Ferrari,107.0296,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Alfa Romeo,107.61110000000001,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Williams,108.94030000000001,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Haas F1 Team,108.91279999999999,24.4672,54.6031,Race circuit,0.0,6.5,70.9,Dry
Red Bull,124.2002727272727,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Mercedes,121.11675000000002,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Ferrari,124.10672727272731,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
AlphaTauri,132.1951,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
McLaren,123.91372727272731,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Alpine F1 Team,127.40540000000001,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Aston Martin,127.756,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Alfa Romeo,127.7424,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Williams,128.70299999999997,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Haas F1 Team,130.5962,26.0325,50.5106,Race circuit,0.0,13.6,75.7,Dry
Red Bull,136.42633333333336,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Mercedes,137.50754545454544,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Ferrari,137.09127272727275,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
McLaren,137.40672727272724,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
AlphaTauri,138.7292,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Aston Martin,139.3994,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Williams,139.28,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Alfa Romeo,139.7904,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Alpine F1 Team,140.6472,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Haas F1 Team,142.40879999999999,44.3439,11.7167,Race circuit,0.012,5.8,47.1,Damp
Mercedes,120.3051666666667,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Red Bull,119.81036363636363,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Ferrari,120.23127272727274,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
McLaren,120.41650000000001,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Alpine F1 Team,120.6864,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
AlphaTauri,121.0941,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Aston Martin,121.4263,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Williams,121.65770000000002,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Alfa Romeo,116.56349999999999,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Haas F1 Team,123.04220000000001,37.227,-8.6267,Race circuit,0.0,9.4,56.5,Dry
Red Bull,85.0182,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
Mercedes,84.9503,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
Ferrari,86.1566,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
McLaren,86.61390000000002,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
Alpine F1 Team,87.04580000000001,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
Aston Martin,87.7856,41.57,2.26111,Race circuit,0.0,4.9,66.0,Dry
